##  See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
#assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	asm_submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material	asm_not_live_date	assembly_type	group	genome_size	genome_size_ungapped	gc_percent	replicon_count	scaffold_count	contig_count	annotation_provider	annotation_name	annotation_date	total_gene_count	protein_coding_gene_count	non_coding_gene_count	pubmed_id
GCF_003668515.1	PRJNA485481	na	na	na	2496544	2734028	Cronobacter phage CS01	na	na	latest	Complete Genome	Major	Full	2020-05-15	ASM366851v1	Department of Biological Science and Technology, Yonsei University	GCA_003668515.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/668/515/GCF_003668515.1_ASM366851v1	na	ICTV species exemplar	na	haploid	viral	48195	48195	50.000000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-10-12	75	75	0	na
GCF_002744055.1	PRJNA485481	na	na	na	2496545	2560453	Escherichia phage SRT8	na	na	latest	Complete Genome	Major	Full	2019-05-02	ASM274405v1	School of Biological Science and Technology, University of Jinan	GCA_002744055.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/744/055/GCF_002744055.1_ASM274405v1	na	ICTV species exemplar	na	haploid	viral	49579	49579	48.000000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-10-11	84	84	0	na
GCF_003094215.1	PRJNA485481	na	na	na	2496546	2734020	Escherichia phage vB_EcoS_IME347	na	na	latest	Complete Genome	Major	Full	2020-05-15	ASM309421v1	College of Food Science and Engineering, Ocean University of China	GCA_003094215.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/094/215/GCF_003094215.1_ASM309421v1	na	ICTV species exemplar	na	haploid	viral	50048	50048	49.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-10-12	87	87	0	na
GCF_002619785.1	PRJNA485481	na	na	na	2496547	2734029	Escherichia phage vB_EcoS_ESCO41	na	na	latest	Complete Genome	Major	Full	2020-05-15	ASM261978v1	ISP, INRA, Universite Francois Rabelais de Tours	GCA_002619785.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/619/785/GCF_002619785.1_ASM261978v1	na	ICTV species exemplar	na	haploid	viral	50800	50800	46.000000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-10-12	80	79	1	na
GCF_900178515.1	PRJNA485481	SAMEA103983619	na	na	2496549	2734019	Escherichia phage vB_EcoS_swan01	na	na	latest	Complete Genome	Major	Full	2020-05-15	swan assembly1	UNIVERSITY OF WARWICK, Gibbet Hill Road, Coventry, United Kingdom	GCA_900178515.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/178/515/GCF_900178515.1_swan_assembly1	na	ICTV species exemplar	na	haploid	viral	50865	50865	44.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-10-12	83	83	0	na
GCF_002990945.1	PRJNA485481	SAMEA104356077	na	na	2496550	2734018	Escherichia phage SECphi27	na	na	latest	Complete Genome	Major	Full	2020-05-15	ASM299094v1	WEIZMANN INSTITUTE OF SCIENCE, Sorek, 234 Herzl Street, Rehovot 7610001 Israel, Israel	GCA_002990945.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/990/945/GCF_002990945.1_ASM299094v1	na	ICTV species exemplar	na	haploid	viral	51811	51811	44.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-10-12	85	85	0	na
GCF_000908595.1	PRJNA485481	na	na	na	2496551	2560762	Shigella phage pSf-1	na	na	latest	Complete Genome	Major	Full	2013-06-03	ViralProj206484	College of Veterinary Medicine, Seoul National University	GCA_000908595.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/908/595/GCF_000908595.1_ViralProj206484	na	ICTV species exemplar	na	haploid	viral	51821	51821	44.000000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-10-11	94	94	0	24012542
GCF_018583615.1	PRJNA485481	na	na	na	2496574	2496574	Emilia yellow vein Fujian betasatellite	na	Zz01	latest	Complete Genome	Major	Full	2021-06-01	ASM1858361v1	Department of Pharmacy, Xiamen Medical College	GCA_018583615.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/583/615/GCF_018583615.1_ASM1858361v1	na	ICTV species exemplar	na	haploid	viral	1333	1333	36.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-06-01	1	1	0	na
GCF_013088295.1	PRJNA485481	na	na	na	2496575	2496575	Emilia yellow vein Fujian virus	na	Zz01	latest	Complete Genome	Major	Full	2021-06-01	ASM1308829v1	Department of Pharmacy, Xiamen Medical College	GCA_013088295.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/088/295/GCF_013088295.1_ASM1308829v1	na	ICTV species exemplar	na	haploid	viral	2734	2734	42.000000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-06-01	6	6	0	na
GCF_018594935.1	PRJNA485481	na	na	na	2496585	3052451	Triniti virus	strain=TVRl7994	na	latest	Complete Genome	Major	Full	2023-05-06	ASM1859493v1	Secao de Arbovirologia e Febres Hemorragicas, Evandro Chagas Intitute	GCA_018594935.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/594/935/GCF_018594935.1_ASM1859493v1	na	ICTV species exemplar	na	haploid	viral	12711	12711	34.000000	3	3	3	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2023-05-06	3	3	0	na
GCF_018583635.1	PRJNA485481	na	na	na	2496633	2845900	Human associated porprismacovirus 3	na	16806x66_213	latest	Complete Genome	Major	Full	2023-05-04	ASM1858363v1	Ashworth Laboratories, Usher Institute of Population Health Sciences & Informatics	GCA_018583635.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/583/635/GCF_018583635.1_ASM1858363v1	na	ICTV species exemplar	na	haploid	viral	2388	2388	49.000000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2023-05-04	2	2	0	na
GCF_018583645.1	PRJNA485481	na	na	na	2496634	2496634	Porcine associated porprismacovirus	na	17489x27_1438	latest	Complete Genome	Major	Full	2023-05-04	ASM1858364v1	Ashworth Laboratories, Usher Institute of Population Health Sciences & Informatics	GCA_018583645.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/583/645/GCF_018583645.1_ASM1858364v1	na	ICTV species exemplar	na	haploid	viral	2552	2552	44.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2023-05-04	2	2	0	na
GCF_018583655.1	PRJNA485481	na	na	na	2496634	2496634	Porcine associated porprismacovirus	na	17499x73_1865	latest	Complete Genome	Major	Full	2023-05-04	ASM1858365v1	Ashworth Laboratories, Usher Institute of Population Health Sciences & Informatics	GCA_018583655.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/583/655/GCF_018583655.1_ASM1858365v1	na	ICTV species exemplar	na	haploid	viral	2614	2614	51.000000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2023-05-04	2	2	0	na
GCF_018583665.1	PRJNA485481	na	na	na	2496634	2496634	Porcine associated porprismacovirus	na	17668x43_2798	latest	Complete Genome	Major	Full	2023-05-04	ASM1858366v1	Ashworth Laboratories, Usher Institute of Population Health Sciences & Informatics	GCA_018583665.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/583/665/GCF_018583665.1_ASM1858366v1	na	ICTV species exemplar	na	haploid	viral	2549	2549	46.000000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2023-05-04	2	2	0	na
GCF_018583815.1	PRJNA485481	na	na	na	2496634	2496634	Porcine associated porprismacovirus	na	17668x35_2540	latest	Complete Genome	Major	Full	2023-05-04	ASM1858381v1	Ashworth Laboratories, Usher Institute of Population Health Sciences & Informatics	GCA_018583815.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/583/815/GCF_018583815.1_ASM1858381v1	na	ICTV species exemplar	na	haploid	viral	2537	2537	44.000000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2023-05-04	2	2	0	na
GCF_018583825.1	PRJNA485481	na	na	na	2496634	2496634	Porcine associated porprismacovirus	na	17499x75_2040	latest	Complete Genome	Major	Full	2023-05-04	ASM1858382v1	Ashworth Laboratories, Usher Institute of Population Health Sciences & Informatics	GCA_018583825.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/583/825/GCF_018583825.1_ASM1858382v1	na	ICTV species exemplar	na	haploid	viral	2544	2544	46.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2023-05-04	2	2	0	na
GCF_018583835.1	PRJNA485481	na	na	na	2496634	2496634	Porcine associated porprismacovirus	na	17499x31_375	latest	Complete Genome	Major	Full	2023-05-04	ASM1858383v1	Ashworth Laboratories, Usher Institute of Population Health Sciences & Informatics	GCA_018583835.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/583/835/GCF_018583835.1_ASM1858383v1	na	ICTV species exemplar	na	haploid	viral	2487	2487	48.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2023-05-04	2	2	0	na
GCF_018583845.1	PRJNA485481	na	na	na	2496634	2496634	Porcine associated porprismacovirus	na	17499x3_679	latest	Complete Genome	Major	Full	2023-05-04	ASM1858384v1	Ashworth Laboratories, Usher Institute of Population Health Sciences & Informatics	GCA_018583845.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/583/845/GCF_018583845.1_ASM1858384v1	na	ICTV species exemplar	na	haploid	viral	2454	2454	49.000000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2023-05-04	2	2	0	na
GCF_018583855.1	PRJNA485481	na	na	na	2496634	2496634	Porcine associated porprismacovirus	na	17489x75_2609	latest	Complete Genome	Major	Full	2023-05-04	ASM1858385v1	Ashworth Laboratories, Usher Institute of Population Health Sciences & Informatics	GCA_018583855.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/583/855/GCF_018583855.1_ASM1858385v1	na	ICTV species exemplar	na	haploid	viral	2427	2427	44.000000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2023-05-04	2	2	0	na
GCF_018583865.1	PRJNA485481	na	na	na	2496634	2496634	Porcine associated porprismacovirus	na	17489x67_1878	latest	Complete Genome	Major	Full	2023-05-04	ASM1858386v1	Ashworth Laboratories, Usher Institute of Population Health Sciences & Informatics	GCA_018583865.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/583/865/GCF_018583865.1_ASM1858386v1	na	ICTV species exemplar	na	haploid	viral	2459	2459	44.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2023-05-04	2	2	0	na
GCF_018583875.1	PRJNA485481	na	na	na	2496634	2496634	Porcine associated porprismacovirus	na	17499x80_1385	latest	Complete Genome	Major	Full	2023-05-04	ASM1858387v1	Ashworth Laboratories, Usher Institute of Population Health Sciences & Informatics	GCA_018583875.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/583/875/GCF_018583875.1_ASM1858387v1	na	ICTV species exemplar	na	haploid	viral	2616	2616	47.000000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2023-05-04	2	2	0	na
GCF_013088305.1	PRJNA485481	na	na	na	2497337	2734367	Morogoro maize-associated virus	na	16-0112	latest	Complete Genome	Major	Full	2021-06-01	ASM1308830v1	Biotechnology Platform, Agricultural Research Council	GCA_013088305.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/088/305/GCF_013088305.1_ASM1308830v1	na	ICTV species exemplar	na	haploid	viral	12185	12185	46.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-06-01	6	6	0	na
GCF_013087045.1	PRJNA485481	na	na	na	2497338	2734352	Maize-associated pteridovirus	na	16_0060	latest	Complete Genome	Major	Full	2021-06-01	ASM1308704v1	Biotechnology Platform, Agricultural Research Council	GCA_013087045.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/087/045/GCF_013087045.1_ASM1308704v1	na	ICTV species exemplar	na	haploid	viral	8519	8519	46.000000	2	2	2	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2022-06-02	4	4	0	na
GCF_023123085.1	PRJNA485481	na	na	na	2497444	2955792	Nigrospora oryzae mitovirus 1	na	na	latest	Complete Genome	Major	Full	2023-05-04	ASM2312308v1	Hunan Agricultural University	GCA_023123085.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/123/085/GCF_023123085.1_ASM2312308v1	na	ICTV species exemplar	na	haploid	viral	2865	2865	36.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2023-05-04	1	1	0	na
GCF_023123095.1	PRJNA485481	na	na	na	2497445	2956617	Nigrospora oryzae mitovirus 2	na	na	latest	Complete Genome	Major	Full	2023-05-04	ASM2312309v1	Hunan Agricultural University	GCA_023123095.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/123/095/GCF_023123095.1_ASM2312309v1	na	ICTV species exemplar	na	haploid	viral	2507	2507	33.000000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2023-05-04	1	1	0	na
GCF_005891605.1	PRJNA485481	SAMD00156497	na	na	2498591	2845960	Pseudomonas phage PA01	strain=PhiPA01	na	latest	Complete Genome	Major	Full	2020-06-19	ASM589160v1	Contact:Yasunori Tanji Tokyo Institute of Technology, Department of Bioengineering, School of Life Science and Technology; 4259 J2-15 Nagatsuta-cho, Midori-ku, Yokohama 226-8501, Japan	GCA_005891605.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/891/605/GCF_005891605.1_ASM589160v1	na	ICTV species exemplar	na	haploid	viral	66220	66220	55.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-10-12	92	92	0	na
GCF_003994835.1	PRJNA485481	na	na	na	2498616	2733643	Escherichia phage Ro45lw	na	na	latest	Complete Genome	Major	Full	2020-05-15	ASM399483v1	Produce Safety and Microbiology, USDA ARS	GCA_003994835.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/994/835/GCF_003994835.1_ASM399483v1	na	ICTV species exemplar	na	haploid	viral	39793	39793	52.000000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-10-12	50	50	0	na
GCF_004007235.1	PRJNA485481	na	na	na	2499003	2956067	Arthrobacter phage GreenHearts	na	na	latest	Complete Genome	Major	Full	2021-04-20	ASM400723v1	Department of Biological Sciences, University of Pittsburgh	GCA_004007235.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/007/235/GCF_004007235.1_ASM400723v1	na	ICTV species exemplar	na	haploid	viral	44251	44251	61.000000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-04-20	62	62	0	na
GCF_004007395.1	PRJNA485481	na	na	na	2499008	2956071	Arthrobacter phage Litotes	na	na	latest	Complete Genome	Major	Full	2021-04-20	ASM400739v1	Department of Biological Sciences, University of Pittsburgh	GCA_004007395.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/007/395/GCF_004007395.1_ASM400739v1	na	ICTV species exemplar	na	haploid	viral	43496	43496	61.000000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-04-20	62	62	0	na
GCF_004008425.1	PRJNA485481	na	na	na	2499009	2734249	Arthrobacter phage Maja	na	na	latest	Complete Genome	Major	Full	2020-05-15	ASM400842v1	Department of Biological Sciences, University of Pittsburgh	GCA_004008425.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/008/425/GCF_004008425.1_ASM400842v1	na	ICTV species exemplar	na	haploid	viral	36776	36776	65.000000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-10-12	56	56	0	na
GCF_004007995.1	PRJNA485481	na	na	na	2499021	2956077	Arthrobacter phage Wawa	na	na	latest	Complete Genome	Major	Full	2021-04-20	ASM400799v1	Department of Biological Sciences, University of Pittsburgh	GCA_004007995.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/007/995/GCF_004007995.1_ASM400799v1	na	ICTV species exemplar	na	haploid	viral	43850	43850	61.000000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-04-20	62	62	0	na
GCF_004006995.1	PRJNA485481	na	na	na	2499023	3059765	Gordonia phage Dorito	na	na	latest	Complete Genome	Major	Full	2023-01-31	ASM400699v1	Department of Biological Sciences, University of Pittsburgh	GCA_004006995.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/006/995/GCF_004006995.1_ASM400699v1	na	ICTV species exemplar	na	haploid	viral	46784	46784	66.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2023-01-31	75	75	0	na
GCF_004008895.1	PRJNA485481	na	na	na	2499025	2734201	Gordonia phage Kenna	na	na	latest	Complete Genome	Major	Full	2020-05-15	ASM400889v1	Department of Biological Sciences, University of Pittsburgh	GCA_004008895.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/008/895/GCF_004008895.1_ASM400889v1	na	ICTV species exemplar	na	haploid	viral	53215	53215	63.000000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-10-12	98	98	0	na
GCF_004008635.1	PRJNA485481	na	na	na	2499037	2845651	Mycobacterium phage DrLupo	na	na	latest	Complete Genome	Major	Full	2020-06-19	ASM400863v1	Biology, Northwestern College	GCA_004008635.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/008/635/GCF_004008635.1_ASM400863v1	na	ICTV species exemplar	na	haploid	viral	70030	70030	57.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2020-06-19	110	110	0	na
GCF_004007315.1	PRJNA485481	na	na	na	2499042	2956341	Mycobacterium phage IronMan	na	na	latest	Complete Genome	Major	Full	2021-05-16	ASM400731v1	Department of Biological Sciences, University of Pittsburgh	GCA_004007315.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/007/315/GCF_004007315.1_ASM400731v1	na	ICTV species exemplar	na	haploid	viral	53467	53467	63.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-10-12	92	91	1	na
GCF_004008305.1	PRJNA485481	na	na	na	2499071	2956194	Mycobacterium phage Zetzy	na	na	latest	Complete Genome	Major	Full	2021-05-12	ASM400830v1	Department of Biological Sciences, UMBC	GCA_004008305.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/008/305/GCF_004008305.1_ASM400830v1	na	ICTV species exemplar	na	haploid	viral	48229	48229	64.000000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-10-12	84	81	3	na
GCF_004006885.1	PRJNA485481	na	na	na	2499072	2734239	Streptomyces phage Hiyaa	na	na	latest	Complete Genome	Major	Full	2020-05-15	ASM400688v1	Biology, Washington University in St. Louis	GCA_004006885.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/006/885/GCF_004006885.1_ASM400688v1	na	ICTV species exemplar	na	haploid	viral	83219	83219	66.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2020-05-15	125	124	1	na
GCF_004006745.1	PRJNA485481	na	na	na	2499073	2734030	Pantoea phage vB_PagS_AAS23	na	AAS23	latest	Complete Genome	Major	Full	2020-05-15	ASM400674v1	Department of Molecular Microbiology and Biotechnology, Vilnius University, Life Sciences Centre, Institute of Biochemistry	GCA_004006745.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/006/745/GCF_004006745.1_ASM400674v1	na	ICTV species exemplar	na	haploid	viral	51170	51170	47.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2020-05-15	92	92	0	na
GCF_003673285.1	PRJNA485481	na	na	na	2499224	2845907	Macaca mulatta feces associated virus 2	na	1705_10199	latest	Complete Genome	Major	Full	2023-05-04	ASM367328v1	Virology, Laboratory Medicine, Blood Systems Research Institute, University of California San Francisco	GCA_003673285.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/673/285/GCF_003673285.1_ASM367328v1	na	ICTV species exemplar	na	haploid	viral	2523	2523	43.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2023-05-04	2	2	0	na
GCF_003673505.1	PRJNA485481	na	na	na	2499225	2845906	Macaca mulatta feces associated virus 3	na	Masavirus	latest	Complete Genome	Major	Full	2023-05-04	ASM367350v1	Virology, Laboratory Medicine, Blood Systems Research Institute, University of California San Francisco	GCA_003673505.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/673/505/GCF_003673505.1_ASM367350v1	na	ICTV species exemplar	na	haploid	viral	2504	2504	48.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2023-05-04	3	3	0	na
GCF_003673445.1	PRJNA485481	na	na	na	2499226	2845905	Macaca mulatta feces associated virus 4	na	cg10375	latest	Complete Genome	Major	Full	2023-05-04	ASM367344v1	Virology, Laboratory Medicine, Blood Systems Research Institute, University of California San Francisco	GCA_003673445.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/673/445/GCF_003673445.1_ASM367344v1	na	ICTV species exemplar	na	haploid	viral	2568	2568	51.000000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2023-05-04	2	2	0	na
GCF_003673385.1	PRJNA485481	na	na	na	2499229	2845904	Macaca mulatta feces associated virus 7	na	cg1341	latest	Complete Genome	Major	Full	2023-05-04	ASM367338v1	Virology, Laboratory Medicine, Blood Systems Research Institute, University of California San Francisco	GCA_003673385.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/673/385/GCF_003673385.1_ASM367338v1	na	ICTV species exemplar	na	haploid	viral	2455	2455	41.000000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2023-05-04	2	2	0	na
GCF_003673225.1	PRJNA485481	na	na	na	2499232	2845909	Macaca mulatta feces associated virus 10	na	cg3401	latest	Complete Genome	Major	Full	2023-05-04	ASM367322v1	Virology, Laboratory Medicine, Blood Systems Research Institute, University of California San Francisco	GCA_003673225.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/673/225/GCF_003673225.1_ASM367322v1	na	ICTV species exemplar	na	haploid	viral	2526	2526	47.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2023-05-04	2	2	0	na
GCF_003623315.1	PRJNA485481	SAMN09074565	na	na	2499233	2845908	Macaque stool associated virus 11	na	ctfe71	latest	Complete Genome	Major	Full	2023-05-04	ASM362331v1	Lab of Cellular Oncology, National Cancer Institute	GCA_003623315.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/623/315/GCF_003623315.1_ASM362331v1	na	ICTV species exemplar	na	haploid	viral	2528	2528	42.000000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2023-05-04	3	3	0	na
